movies\1_fingers.mov,0.175943,0.473721,0.00460829,0,0.300968,3.56221,0.406569,0.29589
movies\5_mov_480x360.mov,0.315486,0.0977334,0.99537,0,0.299118,10.1204,0.429833,0.331092
movies\6_pendulum_420.mov,0.114615,0.107616,0.00429185,0,0.207318,3.31116,0.277322,0.148601
movies\animados.mov,0.329181,0.560134,0.134021,5,0.517437,7.07474,0.5689,0.42837
movies\Black_dot.mov,0.117989,0.00859495,0,0,0.239875,1.64631,0,0.0621175
movies\red_circle2.mov,0.0747458,0.0189823,0,0,0.130848,3.57358,0.214174,0.0910011
